Frequency_MHz,dB,Timestamp
300.1101101101101,-40.0,2025-03-22 19:20:11
300.1111111111111,-40.0,2025-03-22 19:20:11
300.11211211211213,-40.0,2025-03-22 19:20:11
300.1131131131131,-40.0,2025-03-22 19:20:11
300.1141141141141,-40.0,2025-03-22 19:20:11
300.1151151151151,-40.0,2025-03-22 19:20:11
300.11611611611613,-40.0,2025-03-22 19:20:11
300.1171171171171,-40.0,2025-03-22 19:20:11
300.1181181181181,-40.0,2025-03-22 19:20:11
300.1191191191191,-40.0,2025-03-22 19:20:11
300.12012012012013,-40.0,2025-03-22 19:20:11
300.1211211211211,-40.0,2025-03-22 19:20:11
300.1221221221221,-40.0,2025-03-22 19:20:11
300.12312312312315,-40.0,2025-03-22 19:20:11
300.12412412412414,-40.0,2025-03-22 19:20:11
300.1251251251251,-40.0,2025-03-22 19:20:11
300.1261261261261,-40.0,2025-03-22 19:20:11
300.12712712712715,-40.0,2025-03-22 19:20:11
300.12812812812814,-40.0,2025-03-22 19:20:11
300.1291291291291,-40.0,2025-03-22 19:20:11
300.1301301301301,-70.0,2025-03-22 19:20:11
300.13113113113116,-50.0,2025-03-22 19:20:11
300.13213213213214,-70.0,2025-03-22 19:20:11
300.13313313313313,-50.0,2025-03-22 19:20:11
300.1341341341341,-70.0,2025-03-22 19:20:11
300.13513513513516,-50.0,2025-03-22 19:20:11
300.13613613613614,-70.0,2025-03-22 19:20:11
300.13713713713713,-70.0,2025-03-22 19:20:11
300.1381381381381,-70.0,2025-03-22 19:20:11
300.13913913913916,-50.0,2025-03-22 19:20:11
300.14014014014015,-50.0,2025-03-22 19:20:11
300.14114114114113,-70.0,2025-03-22 19:20:11
300.1421421421421,-50.0,2025-03-22 19:20:11
300.14314314314316,-70.0,2025-03-22 19:20:11
300.14414414414415,-70.0,2025-03-22 19:20:11
300.14514514514514,-70.0,2025-03-22 19:20:11
300.1461461461461,-70.0,2025-03-22 19:20:11
300.14714714714717,-50.0,2025-03-22 19:20:11
300.14814814814815,-50.0,2025-03-22 19:20:11
300.14914914914914,-70.0,2025-03-22 19:20:11
300.1501501501501,-70.0,2025-03-22 19:20:11
300.15115115115117,-50.0,2025-03-22 19:20:11
300.15215215215215,-70.0,2025-03-22 19:20:11
300.15315315315314,-50.0,2025-03-22 19:20:11
300.1541541541541,-70.0,2025-03-22 19:20:11
300.15515515515517,-70.0,2025-03-22 19:20:11
300.15615615615616,-50.0,2025-03-22 19:20:11
300.15715715715714,-70.0,2025-03-22 19:20:11
300.15815815815813,-70.0,2025-03-22 19:20:11
300.1591591591592,-70.0,2025-03-22 19:20:11
300.16016016016016,-70.0,2025-03-22 19:20:11
300.16116116116115,-70.0,2025-03-22 19:20:11
300.1621621621622,-70.0,2025-03-22 19:20:11
300.1631631631632,-50.0,2025-03-22 19:20:11
300.16416416416416,-50.0,2025-03-22 19:20:11
300.16516516516515,-50.0,2025-03-22 19:20:11
300.1661661661662,-70.0,2025-03-22 19:20:11
300.1671671671672,-70.0,2025-03-22 19:20:11
300.16816816816817,-70.0,2025-03-22 19:20:11
300.16916916916915,-50.0,2025-03-22 19:20:11
300.1701701701702,-70.0,2025-03-22 19:20:11
300.1711711711712,-50.0,2025-03-22 19:20:11
300.17217217217217,-50.0,2025-03-22 19:20:11
300.17317317317315,-50.0,2025-03-22 19:20:11
300.1741741741742,-70.0,2025-03-22 19:20:11
300.1751751751752,-50.0,2025-03-22 19:20:11
300.17617617617617,-70.0,2025-03-22 19:20:11
300.17717717717716,-50.0,2025-03-22 19:20:11
300.1781781781782,-70.0,2025-03-22 19:20:11
300.1791791791792,-50.0,2025-03-22 19:20:11
300.1801801801802,-50.0,2025-03-22 19:20:11
300.18118118118116,-70.0,2025-03-22 19:20:11
300.1821821821822,-50.0,2025-03-22 19:20:11
300.1831831831832,-70.0,2025-03-22 19:20:11
300.1841841841842,-70.0,2025-03-22 19:20:11
300.18518518518516,-50.0,2025-03-22 19:20:11
300.1861861861862,-70.0,2025-03-22 19:20:11
300.1871871871872,-50.0,2025-03-22 19:20:11
300.1881881881882,-50.0,2025-03-22 19:20:11
300.18918918918916,-70.0,2025-03-22 19:20:11
300.1901901901902,-70.0,2025-03-22 19:20:11
300.1911911911912,-70.0,2025-03-22 19:20:11
300.1921921921922,-50.0,2025-03-22 19:20:11
300.19319319319317,-50.0,2025-03-22 19:20:11
300.1941941941942,-70.0,2025-03-22 19:20:11
300.1951951951952,-50.0,2025-03-22 19:20:11
300.1961961961962,-50.0,2025-03-22 19:20:11
300.19719719719717,-70.0,2025-03-22 19:20:11
300.1981981981982,-50.0,2025-03-22 19:20:11
300.1991991991992,-70.0,2025-03-22 19:20:11
300.2002002002002,-50.0,2025-03-22 19:20:11
300.20120120120123,-50.0,2025-03-22 19:20:11
300.2022022022022,-70.0,2025-03-22 19:20:11
300.2032032032032,-70.0,2025-03-22 19:20:11
300.2042042042042,-50.0,2025-03-22 19:20:11
300.20520520520523,-70.0,2025-03-22 19:20:11
300.2062062062062,-70.0,2025-03-22 19:20:11
300.2072072072072,-70.0,2025-03-22 19:20:11
300.2082082082082,-70.0,2025-03-22 19:20:11
300.20920920920923,-70.0,2025-03-22 19:20:11
300.2102102102102,-70.0,2025-03-22 19:20:11
300.2112112112112,-50.0,2025-03-22 19:20:11
300.2122122122122,-50.0,2025-03-22 19:20:11
300.21321321321324,-70.0,2025-03-22 19:20:11
300.2142142142142,-70.0,2025-03-22 19:20:11
300.2152152152152,-70.0,2025-03-22 19:20:11
300.2162162162162,-50.0,2025-03-22 19:20:11
300.21721721721724,-70.0,2025-03-22 19:20:11
300.2182182182182,-70.0,2025-03-22 19:20:11
300.2192192192192,-50.0,2025-03-22 19:20:11
300.2202202202202,-50.0,2025-03-22 19:20:11
300.22122122122124,-50.0,2025-03-22 19:20:11
300.22222222222223,-70.0,2025-03-22 19:20:11
300.2232232232232,-70.0,2025-03-22 19:20:11
300.2242242242242,-50.0,2025-03-22 19:20:11
300.22522522522524,-70.0,2025-03-22 19:20:11
300.22622622622623,-70.0,2025-03-22 19:20:11
300.2272272272272,-50.0,2025-03-22 19:20:11
300.2282282282282,-50.0,2025-03-22 19:20:11
300.22922922922925,-70.0,2025-03-22 19:20:11
300.23023023023023,-50.0,2025-03-22 19:20:11
300.2312312312312,-50.0,2025-03-22 19:20:11
300.2322322322322,-50.0,2025-03-22 19:20:11
300.23323323323325,-50.0,2025-03-22 19:20:11
300.23423423423424,-70.0,2025-03-22 19:20:11
300.2352352352352,-50.0,2025-03-22 19:20:11
300.2362362362362,-50.0,2025-03-22 19:20:11
300.23723723723725,-50.0,2025-03-22 19:20:11
300.23823823823824,-70.0,2025-03-22 19:20:11
300.2392392392392,-50.0,2025-03-22 19:20:11
300.24024024024027,-50.0,2025-03-22 19:20:11
300.24124124124126,-50.0,2025-03-22 19:20:11
300.24224224224224,-70.0,2025-03-22 19:20:11
300.2432432432432,-50.0,2025-03-22 19:20:11
300.24424424424427,-50.0,2025-03-22 19:20:11
300.24524524524526,-70.0,2025-03-22 19:20:11
300.24624624624624,-50.0,2025-03-22 19:20:11
300.24724724724723,-50.0,2025-03-22 19:20:11
300.2482482482483,-50.0,2025-03-22 19:20:11
300.24924924924926,-70.0,2025-03-22 19:20:11
300.25025025025025,-70.0,2025-03-22 19:20:11
300.25125125125123,-70.0,2025-03-22 19:20:11
300.2522522522523,-50.0,2025-03-22 19:20:11
300.25325325325326,-70.0,2025-03-22 19:20:11
300.25425425425425,-70.0,2025-03-22 19:20:11
300.25525525525524,-70.0,2025-03-22 19:20:11
300.2562562562563,-70.0,2025-03-22 19:20:11
300.25725725725727,-70.0,2025-03-22 19:20:11
300.25825825825825,-70.0,2025-03-22 19:20:11
300.25925925925924,-50.0,2025-03-22 19:20:11
300.2602602602603,-50.0,2025-03-22 19:20:11
300.26126126126127,-70.0,2025-03-22 19:20:11
300.26226226226225,-70.0,2025-03-22 19:20:11
300.26326326326324,-50.0,2025-03-22 19:20:11
300.2642642642643,-50.0,2025-03-22 19:20:11
300.26526526526527,-70.0,2025-03-22 19:20:11
300.26626626626626,-70.0,2025-03-22 19:20:11
300.26726726726724,-50.0,2025-03-22 19:20:11
300.2682682682683,-50.0,2025-03-22 19:20:11
300.2692692692693,-70.0,2025-03-22 19:20:11
300.27027027027026,-50.0,2025-03-22 19:20:11
300.27127127127125,-50.0,2025-03-22 19:20:11
300.2722722722723,-50.0,2025-03-22 19:20:11
300.2732732732733,-50.0,2025-03-22 19:20:11
300.27427427427426,-70.0,2025-03-22 19:20:11
300.27527527527525,-50.0,2025-03-22 19:20:11
300.2762762762763,-50.0,2025-03-22 19:20:11
300.2772772772773,-50.0,2025-03-22 19:20:11
300.27827827827826,-50.0,2025-03-22 19:20:11
300.27927927927925,-70.0,2025-03-22 19:20:11
300.2802802802803,-70.0,2025-03-22 19:20:11
300.2812812812813,-70.0,2025-03-22 19:20:11
300.28228228228227,-70.0,2025-03-22 19:20:11
300.2832832832833,-70.0,2025-03-22 19:20:11
300.2842842842843,-50.0,2025-03-22 19:20:11
300.2852852852853,-70.0,2025-03-22 19:20:11
300.28628628628627,-70.0,2025-03-22 19:20:11
300.2872872872873,-70.0,2025-03-22 19:20:11
300.2882882882883,-70.0,2025-03-22 19:20:11
300.2892892892893,-70.0,2025-03-22 19:20:11
300.2902902902903,-70.0,2025-03-22 19:20:11
300.2912912912913,-50.0,2025-03-22 19:20:11
300.2922922922923,-50.0,2025-03-22 19:20:11
300.2932932932933,-70.0,2025-03-22 19:20:11
300.2942942942943,-50.0,2025-03-22 19:20:11
300.2952952952953,-70.0,2025-03-22 19:20:11
300.2962962962963,-50.0,2025-03-22 19:20:11
300.2972972972973,-70.0,2025-03-22 19:20:11
300.2982982982983,-70.0,2025-03-22 19:20:11
300.2992992992993,-50.0,2025-03-22 19:20:11
300.3003003003003,-50.0,2025-03-22 19:20:11
300.3013013013013,-50.0,2025-03-22 19:20:11
300.3023023023023,-70.0,2025-03-22 19:20:11
300.3033033033033,-50.0,2025-03-22 19:20:11
300.3043043043043,-70.0,2025-03-22 19:20:11
300.3053053053053,-50.0,2025-03-22 19:20:11
300.3063063063063,-70.0,2025-03-22 19:20:11
300.3073073073073,-50.0,2025-03-22 19:20:11
300.3083083083083,-50.0,2025-03-22 19:20:11
300.3093093093093,-70.0,2025-03-22 19:20:11
300.3103103103103,-50.0,2025-03-22 19:20:11
300.31131131131133,-50.0,2025-03-22 19:20:11
300.3123123123123,-70.0,2025-03-22 19:20:11
300.3133133133133,-50.0,2025-03-22 19:20:11
300.3143143143143,-70.0,2025-03-22 19:20:11
300.31531531531533,-50.0,2025-03-22 19:20:11
300.3163163163163,-50.0,2025-03-22 19:20:11
300.3173173173173,-50.0,2025-03-22 19:20:11
300.3183183183183,-70.0,2025-03-22 19:20:11
300.31931931931933,-70.0,2025-03-22 19:20:11
300.3203203203203,-70.0,2025-03-22 19:20:11
300.3213213213213,-70.0,2025-03-22 19:20:11
300.32232232232235,-70.0,2025-03-22 19:20:11
300.32332332332334,-50.0,2025-03-22 19:20:11
300.3243243243243,-50.0,2025-03-22 19:20:11
300.3253253253253,-50.0,2025-03-22 19:20:11
300.32632632632635,-70.0,2025-03-22 19:20:11
300.32732732732734,-70.0,2025-03-22 19:20:11
300.3283283283283,-50.0,2025-03-22 19:20:11
300.3293293293293,-50.0,2025-03-22 19:20:11
300.33033033033036,-70.0,2025-03-22 19:20:11
300.33133133133134,-70.0,2025-03-22 19:20:11
300.3323323323323,-50.0,2025-03-22 19:20:11
300.3333333333333,-70.0,2025-03-22 19:20:11
300.33433433433436,-70.0,2025-03-22 19:20:11
300.33533533533534,-70.0,2025-03-22 19:20:11
300.33633633633633,-70.0,2025-03-22 19:20:11
300.3373373373373,-70.0,2025-03-22 19:20:11
300.33833833833836,-70.0,2025-03-22 19:20:11
300.33933933933935,-50.0,2025-03-22 19:20:11
300.34034034034033,-50.0,2025-03-22 19:20:11
300.3413413413413,-70.0,2025-03-22 19:20:11
300.34234234234236,-50.0,2025-03-22 19:20:11
300.34334334334335,-50.0,2025-03-22 19:20:11
300.34434434434434,-50.0,2025-03-22 19:20:11
300.3453453453453,-50.0,2025-03-22 19:20:11
300.34634634634637,-70.0,2025-03-22 19:20:11
300.34734734734735,-50.0,2025-03-22 19:20:11
300.34834834834834,-50.0,2025-03-22 19:20:11
300.3493493493493,-50.0,2025-03-22 19:20:11
300.35035035035037,-70.0,2025-03-22 19:20:11
300.35135135135135,-50.0,2025-03-22 19:20:11
300.35235235235234,-50.0,2025-03-22 19:20:11
300.3533533533533,-70.0,2025-03-22 19:20:11
300.35435435435437,-70.0,2025-03-22 19:20:11
300.35535535535536,-50.0,2025-03-22 19:20:11
300.35635635635634,-50.0,2025-03-22 19:20:11
300.35735735735733,-70.0,2025-03-22 19:20:11
300.3583583583584,-70.0,2025-03-22 19:20:11
300.35935935935936,-50.0,2025-03-22 19:20:11
300.36036036036035,-70.0,2025-03-22 19:20:11
300.3613613613614,-50.0,2025-03-22 19:20:11
300.3623623623624,-70.0,2025-03-22 19:20:11
300.36336336336336,-50.0,2025-03-22 19:20:11
300.36436436436435,-50.0,2025-03-22 19:20:11
300.3653653653654,-50.0,2025-03-22 19:20:11
300.3663663663664,-70.0,2025-03-22 19:20:11
300.36736736736736,-70.0,2025-03-22 19:20:11
300.36836836836835,-50.0,2025-03-22 19:20:11
300.3693693693694,-70.0,2025-03-22 19:20:11
300.3703703703704,-70.0,2025-03-22 19:20:11
300.37137137137137,-70.0,2025-03-22 19:20:11
300.37237237237235,-50.0,2025-03-22 19:20:11
300.3733733733734,-70.0,2025-03-22 19:20:11
300.3743743743744,-70.0,2025-03-22 19:20:11
300.37537537537537,-70.0,2025-03-22 19:20:11
300.37637637637636,-70.0,2025-03-22 19:20:11
300.3773773773774,-70.0,2025-03-22 19:20:11
300.3783783783784,-70.0,2025-03-22 19:20:11
300.3793793793794,-50.0,2025-03-22 19:20:11
300.38038038038036,-50.0,2025-03-22 19:20:11
300.3813813813814,-50.0,2025-03-22 19:20:11
300.3823823823824,-70.0,2025-03-22 19:20:11
300.3833833833834,-50.0,2025-03-22 19:20:11
300.38438438438436,-70.0,2025-03-22 19:20:11
300.3853853853854,-70.0,2025-03-22 19:20:11
300.3863863863864,-70.0,2025-03-22 19:20:11
300.3873873873874,-50.0,2025-03-22 19:20:11
300.38838838838836,-50.0,2025-03-22 19:20:11
300.3893893893894,-70.0,2025-03-22 19:20:11
300.3903903903904,-50.0,2025-03-22 19:20:11
300.3913913913914,-70.0,2025-03-22 19:20:11
300.39239239239237,-70.0,2025-03-22 19:20:11
300.3933933933934,-70.0,2025-03-22 19:20:11
300.3943943943944,-70.0,2025-03-22 19:20:11
300.3953953953954,-50.0,2025-03-22 19:20:11
300.39639639639637,-50.0,2025-03-22 19:20:11
300.3973973973974,-70.0,2025-03-22 19:20:11
300.3983983983984,-70.0,2025-03-22 19:20:11
300.3993993993994,-50.0,2025-03-22 19:20:11
300.40040040040043,-70.0,2025-03-22 19:20:11
300.4014014014014,-50.0,2025-03-22 19:20:11
300.4024024024024,-70.0,2025-03-22 19:20:11
300.4034034034034,-70.0,2025-03-22 19:20:11
300.40440440440443,-50.0,2025-03-22 19:20:11
300.4054054054054,-70.0,2025-03-22 19:20:11
300.4064064064064,-70.0,2025-03-22 19:20:11
300.4074074074074,-70.0,2025-03-22 19:20:11
300.40840840840843,-70.0,2025-03-22 19:20:11
300.4094094094094,-70.0,2025-03-22 19:20:11
300.4104104104104,-70.0,2025-03-22 19:20:11
300.4114114114114,-50.0,2025-03-22 19:20:11
300.41241241241244,-50.0,2025-03-22 19:20:11
300.4134134134134,-70.0,2025-03-22 19:20:11
300.4144144144144,-50.0,2025-03-22 19:20:11
300.4154154154154,-50.0,2025-03-22 19:20:11
300.41641641641644,-70.0,2025-03-22 19:20:11
300.4174174174174,-70.0,2025-03-22 19:20:11
300.4184184184184,-70.0,2025-03-22 19:20:11
300.4194194194194,-50.0,2025-03-22 19:20:11
300.42042042042044,-50.0,2025-03-22 19:20:11
300.4214214214214,-70.0,2025-03-22 19:20:11
300.4224224224224,-70.0,2025-03-22 19:20:11
300.4234234234234,-70.0,2025-03-22 19:20:11
300.42442442442444,-70.0,2025-03-22 19:20:11
300.42542542542543,-50.0,2025-03-22 19:20:11
300.4264264264264,-70.0,2025-03-22 19:20:11
300.4274274274274,-50.0,2025-03-22 19:20:11
300.42842842842845,-50.0,2025-03-22 19:20:11
300.42942942942943,-50.0,2025-03-22 19:20:11
300.4304304304304,-50.0,2025-03-22 19:20:11
300.4314314314314,-70.0,2025-03-22 19:20:11
300.43243243243245,-50.0,2025-03-22 19:20:11
300.43343343343344,-70.0,2025-03-22 19:20:11
300.4344344344344,-70.0,2025-03-22 19:20:11
300.4354354354354,-50.0,2025-03-22 19:20:11
300.43643643643645,-50.0,2025-03-22 19:20:11
300.43743743743744,-50.0,2025-03-22 19:20:11
300.4384384384384,-50.0,2025-03-22 19:20:11
300.4394394394394,-70.0,2025-03-22 19:20:11
300.44044044044045,-70.0,2025-03-22 19:20:11
300.44144144144144,-50.0,2025-03-22 19:20:11
300.4424424424424,-70.0,2025-03-22 19:20:11
300.44344344344347,-70.0,2025-03-22 19:20:11
300.44444444444446,-50.0,2025-03-22 19:20:11
300.44544544544544,-70.0,2025-03-22 19:20:11
300.44644644644643,-70.0,2025-03-22 19:20:11
300.4474474474475,-70.0,2025-03-22 19:20:11
300.44844844844846,-70.0,2025-03-22 19:20:11
300.44944944944945,-70.0,2025-03-22 19:20:11
300.45045045045043,-70.0,2025-03-22 19:20:11
300.4514514514515,-50.0,2025-03-22 19:20:11
300.45245245245246,-50.0,2025-03-22 19:20:11
300.45345345345345,-70.0,2025-03-22 19:20:11
300.45445445445444,-70.0,2025-03-22 19:20:11
300.4554554554555,-50.0,2025-03-22 19:20:11
300.45645645645646,-70.0,2025-03-22 19:20:11
300.45745745745745,-70.0,2025-03-22 19:20:11
300.45845845845844,-70.0,2025-03-22 19:20:11
300.4594594594595,-50.0,2025-03-22 19:20:11
300.46046046046047,-50.0,2025-03-22 19:20:11
300.46146146146145,-70.0,2025-03-22 19:20:11
300.46246246246244,-50.0,2025-03-22 19:20:11
300.4634634634635,-50.0,2025-03-22 19:20:11
300.46446446446447,-50.0,2025-03-22 19:20:11
300.46546546546546,-50.0,2025-03-22 19:20:11
300.46646646646644,-70.0,2025-03-22 19:20:11
300.4674674674675,-50.0,2025-03-22 19:20:11
300.4684684684685,-50.0,2025-03-22 19:20:11
300.46946946946946,-70.0,2025-03-22 19:20:11
300.47047047047045,-70.0,2025-03-22 19:20:11
300.4714714714715,-50.0,2025-03-22 19:20:11
300.4724724724725,-50.0,2025-03-22 19:20:11
300.47347347347346,-50.0,2025-03-22 19:20:11
300.47447447447445,-70.0,2025-03-22 19:20:11
300.4754754754755,-70.0,2025-03-22 19:20:11
300.4764764764765,-50.0,2025-03-22 19:20:11
300.47747747747746,-70.0,2025-03-22 19:20:11
300.47847847847845,-50.0,2025-03-22 19:20:11
300.4794794794795,-50.0,2025-03-22 19:20:11
300.4804804804805,-50.0,2025-03-22 19:20:11
300.48148148148147,-70.0,2025-03-22 19:20:11
300.4824824824825,-90.0,2025-03-22 19:20:11
300.4834834834835,-90.0,2025-03-22 19:20:11
300.4844844844845,-90.0,2025-03-22 19:20:11
300.48548548548547,-90.0,2025-03-22 19:20:11
300.4864864864865,-90.0,2025-03-22 19:20:11
300.4874874874875,-90.0,2025-03-22 19:20:11
300.4884884884885,-90.0,2025-03-22 19:20:11
300.4894894894895,-90.0,2025-03-22 19:20:11
300.4904904904905,-90.0,2025-03-22 19:20:11
300.4914914914915,-90.0,2025-03-22 19:20:11
300.4924924924925,-90.0,2025-03-22 19:20:11
300.4934934934935,-90.0,2025-03-22 19:20:11
300.4944944944945,-90.0,2025-03-22 19:20:11
300.4954954954955,-90.0,2025-03-22 19:20:11
300.4964964964965,-90.0,2025-03-22 19:20:11
300.4974974974975,-90.0,2025-03-22 19:20:11
300.4984984984985,-90.0,2025-03-22 19:20:11
300.4994994994995,-90.0,2025-03-22 19:20:11
300.5005005005005,-90.0,2025-03-22 19:20:11
300.5015015015015,-90.0,2025-03-22 19:20:11
300.5025025025025,-90.0,2025-03-22 19:20:11
300.5035035035035,-90.0,2025-03-22 19:20:11
300.5045045045045,-90.0,2025-03-22 19:20:11
300.5055055055055,-90.0,2025-03-22 19:20:11
300.5065065065065,-90.0,2025-03-22 19:20:11
300.5075075075075,-90.0,2025-03-22 19:20:11
300.5085085085085,-90.0,2025-03-22 19:20:11
300.5095095095095,-90.0,2025-03-22 19:20:11
300.5105105105105,-90.0,2025-03-22 19:20:11
300.5115115115115,-90.0,2025-03-22 19:20:11
300.5125125125125,-90.0,2025-03-22 19:20:11
300.5135135135135,-90.0,2025-03-22 19:20:11
300.51451451451453,-90.0,2025-03-22 19:20:11
300.5155155155155,-90.0,2025-03-22 19:20:11
300.5165165165165,-90.0,2025-03-22 19:20:11
300.5175175175175,-90.0,2025-03-22 19:20:11
300.51851851851853,-90.0,2025-03-22 19:20:11
300.5195195195195,-90.0,2025-03-22 19:20:11
300.5205205205205,-90.0,2025-03-22 19:20:11
300.52152152152155,-90.0,2025-03-22 19:20:11
300.52252252252254,-90.0,2025-03-22 19:20:11
300.5235235235235,-90.0,2025-03-22 19:20:11
300.5245245245245,-90.0,2025-03-22 19:20:11
300.52552552552555,-90.0,2025-03-22 19:20:11
300.52652652652654,-90.0,2025-03-22 19:20:11
300.5275275275275,-90.0,2025-03-22 19:20:11
300.5285285285285,-90.0,2025-03-22 19:20:11
300.52952952952955,-90.0,2025-03-22 19:20:11
300.53053053053054,-90.0,2025-03-22 19:20:11
300.5315315315315,-90.0,2025-03-22 19:20:11
300.5325325325325,-90.0,2025-03-22 19:20:11
300.53353353353356,-90.0,2025-03-22 19:20:11
300.53453453453454,-90.0,2025-03-22 19:20:11
300.53553553553553,-90.0,2025-03-22 19:20:11
300.5365365365365,-90.0,2025-03-22 19:20:11
300.53753753753756,-90.0,2025-03-22 19:20:11
